SendDate,SendTime,Solar Power (kW),Solar energy Generation (kWh),consumptionValue (kW)
07-03-2024,16:32:00,158,1.3,0.49
07-03-2024,16:33:00,157,1.3,0.47
07-03-2024,16:35:00,154,1.3,0.49
07-03-2024,16:38:00,154,1.3,0.49
07-03-2024,16:39:00,155,0,
07-03-2024,16:41:00,156,1.3,0.48
07-03-2024,16:42:00,155,0,
07-03-2024,16:44:00,156,0,
07-03-2024,16:45:00,160,1.3,0.49
07-03-2024,16:47:00,159,0,
07-03-2024,16:49:00,157,0,
07-03-2024,16:51:00,158,1.3,0.49
07-03-2024,16:52:00,158,1.3,0.48
07-03-2024,16:53:00,158,1.3,0.48
07-03-2024,16:54:00,158,1.3,0.49
07-03-2024,16:57:00,158,1.3,0.48
07-03-2024,16:58:00,372,1.3,0.45
07-03-2024,16:59:00,391,1.4,0.38
07-03-2024,17:04:00,348,1.4,
07-03-2024,17:07:00,305,1.4,
07-03-2024,17:11:00,286,1.4,0.43
07-03-2024,17:15:00,158,1.4,0.42
07-03-2024,17:17:00,158,1.4,0.43
07-03-2024,17:18:00,157,0,
07-03-2024,17:21:00,157,0,
07-03-2024,17:22:00,156,1.4,0.43
07-03-2024,17:24:00,153,1.5,0.43
07-03-2024,17:27:00,154,1.5,0.42
07-03-2024,17:28:00,155,1.5,0.44
07-03-2024,17:30:00,153,0,
07-03-2024,17:33:00,148,1.5,0.42
07-03-2024,17:34:00,147,1.5,0.44
07-03-2024,17:36:00,147,1.5,0.41
07-03-2024,17:39:00,151,0,
07-03-2024,17:40:00,149,1.5,0.44
07-03-2024,17:42:00,152,0,
07-03-2024,17:43:00,153,1.5,0.46
07-03-2024,17:45:00,151,0,
07-03-2024,17:46:00,153,1.5,0.43
07-03-2024,17:47:00,149,1.5,0.44
07-03-2024,17:49:00,152,1.5,0.44
07-03-2024,17:50:00,153,0,
07-03-2024,17:53:00,152,1.5,0.43
07-03-2024,17:55:00,152,1.5,0.44
07-03-2024,17:56:00,154,0,
07-03-2024,17:58:00,153,1.5,0.43
07-03-2024,17:59:00,153,1.5,0.41
07-03-2024,18:00:00,152,1.5,0.47
07-03-2024,18:01:00,151,1.5,0.46
07-03-2024,18:03:00,153,0,
07-03-2024,18:04:00,152,1.5,0.46
07-03-2024,18:07:00,151,0,
07-03-2024,18:09:00,152,1.5,0.46
07-03-2024,18:11:00,151,0,
07-03-2024,18:12:00,151,0,
07-03-2024,18:14:00,149,0,0.46
07-03-2024,18:17:00,146,1.6,0.46
07-03-2024,18:18:00,147,1.6,0.45
07-03-2024,18:20:00,145,1.6,0.47
07-03-2024,18:22:00,143,1.6,0.39
07-03-2024,18:25:00,143,1.6,0.4
07-03-2024,18:29:00,121,1.6,0.4
07-03-2024,18:30:00,130,1.6,0.38
07-03-2024,18:32:00,122,1.6,0.44
07-03-2024,18:33:00,114,1.6,0.44
07-03-2024,18:35:00,120,1.6,0.45
07-03-2024,18:36:00,116,1.6,0.4
07-03-2024,18:37:00,116,1.6,0.44
07-03-2024,18:39:00,118,0,
07-03-2024,18:41:00,112,1.6,0.42
07-03-2024,18:42:00,112,1.6,0.42
07-03-2024,18:43:00,112,1.6,0.41
07-03-2024,18:48:00,112,1.6,0.42
07-03-2024,18:53:00,112,1.6,0.42
07-03-2024,18:59:00,112,1.6,0.43
07-03-2024,19:04:00,112,1.6,0.42
07-03-2024,19:09:00,112,1.6,0.4
07-03-2024,19:10:00,112,1.6,0.42
07-03-2024,19:11:00,112,1.6,0.42
07-03-2024,19:14:00,112,1.6,0.42
07-03-2024,19:19:00,112,1.6,0.4
07-03-2024,19:25:00,112,1.6,0.33
07-03-2024,19:31:00,112,1.6,0.32
07-03-2024,19:32:00,112,1.6,0.32
07-03-2024,19:37:00,112,1.6,0.33
07-03-2024,19:42:00,112,1.6,0.32
07-03-2024,19:48:00,112,1.6,0.38
07-03-2024,19:53:00,112,1.6,0.38
07-03-2024,19:54:00,112,1.6,0.37
07-03-2024,19:55:00,112,1.6,0.36
07-03-2024,19:58:00,112,1.6,0.36
07-03-2024,20:03:00,112,1.6,0.36
07-03-2024,20:08:00,112,1.6,0.36
07-03-2024,20:13:00,112,1.6,0.35
07-03-2024,20:19:00,112,0,0.32
07-03-2024,20:25:00,112,0,0.33
07-03-2024,20:30:00,112,0,0.32
07-03-2024,20:35:00,112,0,0.32
07-03-2024,20:41:00,112,0,0.33
07-03-2024,20:46:00,112,0,0.32
07-03-2024,20:51:00,112,0,0.32
07-03-2024,20:56:00,112,0,0.33
07-03-2024,21:01:00,112,0,0.33
07-03-2024,21:06:00,112,0,0.33
07-03-2024,21:12:00,112,0,0.32
07-03-2024,21:17:00,112,0,0.28
07-03-2024,21:24:00,112,0,0.26
07-03-2024,21:28:00,112,0,0.27
07-03-2024,21:34:00,112,0,0.27
07-03-2024,21:39:00,112,0,0.27
07-03-2024,21:44:00,112,0,0.27
07-03-2024,21:49:00,112,0,0.27
07-03-2024,21:55:00,112,0,0.27
07-03-2024,22:00:00,112,0,0.28
07-03-2024,22:05:00,112,0,0.28
07-03-2024,22:10:00,112,0,0.27
07-03-2024,22:15:00,112,0,0.27
07-03-2024,22:20:00,112,0,0.29
07-03-2024,22:27:00,112,0,0.3
07-03-2024,22:32:00,112,0,0.29
07-03-2024,22:37:00,112,0,0.28
07-03-2024,22:42:00,112,0,0.29
07-03-2024,22:48:00,112,0,0.3
07-03-2024,22:53:00,112,0,0.3
07-03-2024,22:58:00,112,0,0.28
07-03-2024,23:03:00,112,0,0.28
07-03-2024,23:08:00,112,0,0.28
07-03-2024,23:13:00,112,0,0.27
07-03-2024,23:20:00,112,0,0.28
07-03-2024,23:25:00,112,0,0.28
07-03-2024,23:30:00,112,0,0.29
07-03-2024,23:36:00,112,0,0.29
07-03-2024,23:41:00,112,0,0.29
07-03-2024,23:46:00,112,0,0.29
07-03-2024,23:51:00,112,0,0.27
07-03-2024,23:57:00,112,0,0.28
07-04-2024,00:02:00,112,0,0.27
07-04-2024,00:07:00,112,0,0.27
07-04-2024,00:12:00,112,0,0.27
07-04-2024,00:18:00,112,0,0.27
07-04-2024,00:24:00,112,0,0.26
07-04-2024,00:29:00,112,0,0.26
07-04-2024,00:35:00,112,0,0.26
07-04-2024,00:40:00,112,0,0.26
07-04-2024,00:45:00,112,0,0.27
07-04-2024,00:50:00,112,0,0.26
07-04-2024,00:55:00,112,0,0.26
07-04-2024,01:00:00,112,0,0.27
07-04-2024,01:05:00,112,0,0.28
07-04-2024,01:10:00,112,0,0.27
07-04-2024,01:16:00,112,0,0.3
07-04-2024,01:22:00,112,0,0.3
07-04-2024,01:27:00,112,0,0.29
07-04-2024,01:32:00,112,0,0.3
07-04-2024,01:38:00,112,0,0.3
07-04-2024,01:43:00,112,0,0.29
07-04-2024,01:48:00,112,0,0.3
07-04-2024,01:53:00,112,0,0.3
07-04-2024,01:58:00,112,0,0.29
07-04-2024,02:04:00,112,0,0.3
07-04-2024,02:09:00,112,0,0.3
07-04-2024,02:15:00,112,0,0.3
07-04-2024,02:20:00,112,0,0.3
07-04-2024,02:26:00,112,0,0.29
07-04-2024,02:31:00,112,0,0.3
07-04-2024,02:36:00,112,0,0.3
07-04-2024,02:41:00,112,0,0.29
07-04-2024,02:47:00,112,0,0.27
07-04-2024,02:52:00,112,0,0.28
07-04-2024,02:57:00,112,0,0.28
07-04-2024,03:02:00,112,0,0.29
07-04-2024,03:08:00,112,0,0.28
07-04-2024,03:13:00,112,0,0.29
07-04-2024,03:20:00,112,0,0.29
07-04-2024,03:25:00,112,0,0.28
07-04-2024,03:30:00,112,0,0.28
07-04-2024,03:35:00,112,0,0.29
07-04-2024,03:40:00,112,0,0.28
07-04-2024,03:46:00,112,0,0.29
07-04-2024,03:51:00,112,0,0.28
07-04-2024,03:56:00,112,0,0.3
07-04-2024,04:01:00,112,0,0.29
07-04-2024,04:06:00,112,0,0.29
07-04-2024,04:12:00,112,0,0.29
07-04-2024,04:17:00,112,0,0.28
07-04-2024,04:22:00,112,0,0.3
07-04-2024,04:28:00,112,0,0.3
07-04-2024,04:34:00,112,0,0.29
07-04-2024,04:39:00,112,0,0.3
07-04-2024,04:44:00,112,0,0.31
07-04-2024,04:49:00,112,0,0.29
07-04-2024,04:54:00,112,0,0.29
07-04-2024,04:59:00,112,0,0.3
07-04-2024,05:05:00,112,0,0.3
07-04-2024,05:10:00,112,0,0.31
07-04-2024,05:15:00,112,0,0.29
07-04-2024,05:20:00,112,0,0.3
07-04-2024,05:27:00,112,0,0.3
07-04-2024,05:32:00,112,0,0.3
07-04-2024,05:37:00,112,0,0.29
07-04-2024,05:42:00,112,0,0.29
07-04-2024,05:47:00,112,0,0.3
07-04-2024,05:53:00,112,0,0.3
07-04-2024,05:58:00,112,0,0.28
07-04-2024,06:02:00,144,0,0.29
07-04-2024,06:03:00,147,0,0.29
07-04-2024,06:05:00,145,0,
07-04-2024,06:06:00,147,0,0.29
07-04-2024,06:08:00,147,0,0.29
07-04-2024,06:09:00,150,0,0.29
07-04-2024,06:11:00,150,0,
07-04-2024,06:12:00,147,0,0.29
07-04-2024,06:14:00,148,0,0.3
07-04-2024,06:18:00,145,0,0.28
07-04-2024,06:19:00,146,0,0.3
07-04-2024,06:20:00,148,0,0.29
07-04-2024,06:21:00,147,0,0.3
07-04-2024,06:23:00,161,0,
07-04-2024,06:26:00,150,0,0.29
07-04-2024,06:28:00,149,0,0.3
07-04-2024,06:29:00,149,0,0.29
07-04-2024,06:32:00,152,0,0.3
07-04-2024,06:33:00,152,0,
07-04-2024,06:35:00,153,0.1,0.31
07-04-2024,06:36:00,153,0,
07-04-2024,06:38:00,155,0,
07-04-2024,06:39:00,155,0.1,0.3
07-04-2024,06:41:00,157,0,
07-04-2024,06:42:00,155,0.1,0.31
07-04-2024,06:43:00,156,0.1,0.3
07-04-2024,06:46:00,157,0.1,0.3
07-04-2024,06:48:00,156,0.1,0.3
07-04-2024,06:49:00,155,0.1,0.3
07-04-2024,06:50:00,153,0.1,0.3
07-04-2024,06:52:00,155,0.1,0.3
07-04-2024,06:53:00,156,0.1,0.32
07-04-2024,06:55:00,155,0.1,0.3
07-04-2024,06:56:00,159,0.1,0.3
07-04-2024,06:58:00,156,0.1,0.29
07-04-2024,06:59:00,155,0.1,0.31
07-04-2024,07:00:00,157,0.1,0.31
07-04-2024,07:03:00,158,0.1,0.31
07-04-2024,07:05:00,159,0.1,0.3
07-04-2024,07:06:00,157,0.1,0.31
07-04-2024,07:08:00,158,0.1,0.32
07-04-2024,07:10:00,156,0.1,0.32
07-04-2024,07:12:00,156,0.1,0.34
07-04-2024,07:14:00,155,0,
07-04-2024,07:15:00,155,0.1,0.35
07-04-2024,07:16:00,157,0.1,0.34
07-04-2024,07:18:00,160,0.1,0.34
07-04-2024,07:19:00,158,0.1,0.34
07-04-2024,07:20:00,157,0.1,0.33
07-04-2024,07:24:00,156,0.2,0.33
07-04-2024,07:26:00,158,0,
07-04-2024,07:28:00,156,0.2,0.32
07-04-2024,07:29:00,158,0.2,0.33
07-04-2024,07:30:00,155,0.2,0.35
07-04-2024,07:32:00,158,0,
07-04-2024,07:33:00,160,0,
07-04-2024,07:35:00,159,0,
07-04-2024,07:37:00,159,0.2,0.34
07-04-2024,07:39:00,162,0.2,0.34
07-04-2024,07:40:00,162,0.2,0.34
07-04-2024,07:41:00,159,0.2,0.35
07-04-2024,07:45:00,162,0.2,0.34
07-04-2024,07:46:00,159,0.2,0.35
07-04-2024,07:47:00,160,0.2,0.35
07-04-2024,07:50:00,160,0.2,0.38
07-04-2024,07:51:00,162,0.2,0.38
07-04-2024,07:53:00,162,0,
07-04-2024,07:56:00,162,0,
07-04-2024,07:58:00,164,0.2,0.4
07-04-2024,07:59:00,161,0.2,0.37
07-04-2024,08:02:00,161,0,
07-04-2024,08:03:00,164,0.2,0.34
07-04-2024,08:05:00,163,0.2,0.35
07-04-2024,08:07:00,163,0.2,0.31
07-04-2024,08:09:00,165,0.3,0.32
07-04-2024,08:10:00,162,0.3,0.32
07-04-2024,08:13:00,163,0.3,0.32
07-04-2024,08:15:00,164,0.3,0.34
07-04-2024,08:16:00,160,0.3,0.34
07-04-2024,08:18:00,162,0.3,0.35
07-04-2024,08:19:00,160,0.3,0.36
07-04-2024,08:21:00,163,0.3,0.35
07-04-2024,08:22:00,161,0.3,0.34
07-04-2024,08:26:00,162,0.3,0.35
07-04-2024,08:28:00,159,0.3,0.34
07-04-2024,08:29:00,159,0,
07-04-2024,08:32:00,161,0,
07-04-2024,08:33:00,160,0.3,0.35
07-04-2024,08:34:00,159,0.3,0.35
07-04-2024,08:36:00,157,0.3,0.34
07-04-2024,08:37:00,159,0.3,0.35
07-04-2024,08:38:00,159,0.3,0.34
07-04-2024,08:40:00,160,0,
07-04-2024,08:43:00,155,0.3,0.34
07-04-2024,08:44:00,156,0.3,0.36
07-04-2024,08:45:00,153,0,
07-04-2024,08:49:00,153,0,
07-04-2024,08:50:00,151,0.3,0.35
07-04-2024,08:51:00,151,0.3,0.34
07-04-2024,08:53:00,153,0.3,0.36
07-04-2024,08:54:00,150,0,
07-04-2024,08:57:00,150,0.4,0.35
07-04-2024,08:59:00,151,0,
07-04-2024,09:00:00,153,0.4,0.34
07-04-2024,09:02:00,150,0.4,0.32
07-04-2024,09:03:00,152,0.4,0.34
07-04-2024,09:04:00,151,0.4,0.34
07-04-2024,09:05:00,152,0.4,0.33
07-04-2024,09:09:00,152,0.4,0.34
07-04-2024,09:10:00,151,0.4,0.33
07-04-2024,09:11:00,154,0.4,0.32
07-04-2024,09:13:00,151,0.4,0.33
07-04-2024,09:14:00,152,0.4,0.32
07-04-2024,09:17:00,152,0,
07-04-2024,09:18:00,154,0,
07-04-2024,09:20:00,153,0.4,0.34
07-04-2024,09:21:00,155,0.4,0.35
07-04-2024,09:23:00,156,0.4,0.36
07-04-2024,09:24:00,156,0,
07-04-2024,09:27:00,154,0,
07-04-2024,09:28:00,156,0.4,0.38
07-04-2024,09:30:00,155,0.4,0.37
07-04-2024,09:32:00,155,0.4,0.37
07-04-2024,09:34:00,154,0.4,0.37
07-04-2024,09:35:00,153,0,
07-04-2024,09:39:00,153,0.4,0.36
07-04-2024,09:40:00,154,0.4,0.36
07-04-2024,09:42:00,152,0.4,0.37
07-04-2024,09:43:00,153,0.4,0.37
07-04-2024,09:44:00,151,0,
07-04-2024,09:46:00,152,0.5,0.37
07-04-2024,09:47:00,152,0.5,0.37
07-04-2024,09:49:00,153,0.5,0.36
07-04-2024,09:50:00,154,0.5,0.37
07-04-2024,09:52:00,153,0.5,0.38
07-04-2024,09:53:00,152,0,
07-04-2024,09:56:00,151,0.5,0.37
07-04-2024,09:57:00,155,0.5,0.36
07-04-2024,09:58:00,154,0.5,0.37
07-04-2024,10:00:00,152,0,
07-04-2024,10:01:00,153,0.5,0.36
07-04-2024,10:02:00,151,0.5,0.38
07-04-2024,10:03:00,148,0.5,0.37
07-04-2024,10:07:00,153,0,
07-04-2024,10:08:00,158,0.5,0.39
07-04-2024,10:10:00,159,0.5,0.38
07-04-2024,10:13:00,159,0.5,0.4
07-04-2024,10:14:00,160,0.5,0.37
07-04-2024,10:16:00,161,0.5,0.38
07-04-2024,10:17:00,164,0,
07-04-2024,10:19:00,165,0.5,0.4
07-04-2024,10:20:00,165,0,
07-04-2024,10:22:00,162,0.5,0.39
07-04-2024,10:23:00,165,0.5,0.4
07-04-2024,10:26:00,165,0.5,0.39
07-04-2024,10:29:00,165,0,
07-04-2024,10:30:00,163,0.5,0.4
07-04-2024,10:31:00,164,0.5,0.38
07-04-2024,10:32:00,162,0.5,0.36
07-04-2024,10:34:00,159,0.5,0.36
07-04-2024,10:37:00,182,0.6,0.37
07-04-2024,10:38:00,156,0.6,0.36
07-04-2024,10:39:00,154,0.6,0.36
07-04-2024,10:43:00,158,0.6,0.37
07-04-2024,10:44:00,158,0.6,0.35
07-04-2024,10:45:00,157,0.6,0.36
07-04-2024,10:48:00,251,0,
07-04-2024,10:50:00,159,0.6,0.37
07-04-2024,10:51:00,157,0.6,0.37
07-04-2024,10:52:00,156,0.6,0.36
07-04-2024,10:53:00,159,0.6,0.38
07-04-2024,10:57:00,160,0.6,0.41
07-04-2024,10:58:00,160,0.6,0.39
07-04-2024,10:59:00,160,0.6,0.4
07-04-2024,11:03:00,163,0.6,0.39
07-04-2024,11:04:00,162,0.6,0.63
07-04-2024,11:05:00,161,0.6,0.39
07-04-2024,11:09:00,166,0,
07-04-2024,11:10:00,167,0.6,0.42
07-04-2024,11:11:00,168,0.6,0.41
07-04-2024,11:12:00,165,0.6,0.42
07-04-2024,11:14:00,166,0,
07-04-2024,11:17:00,164,0,
07-04-2024,11:18:00,163,0.6,0.43
07-04-2024,11:20:00,163,0.7,0.43
07-04-2024,11:21:00,163,0.7,0.43
07-04-2024,11:22:00,160,0.7,0.44
07-04-2024,11:26:00,162,0.7,0.45
07-04-2024,11:28:00,164,0,
07-04-2024,11:30:00,159,0.7,0.53
07-04-2024,11:31:00,162,0.7,0.54
07-04-2024,11:33:00,160,0.7,0.46
07-04-2024,11:34:00,160,0,
07-04-2024,11:35:00,160,0,
07-04-2024,11:37:00,159,0,
07-04-2024,11:38:00,158,0.7,0.44
07-04-2024,11:40:00,157,0.7,0.43
07-04-2024,11:41:00,211,0,
07-04-2024,11:43:00,161,0,
07-04-2024,11:44:00,160,0,
07-04-2024,11:46:00,163,0.7,0.43
07-04-2024,11:47:00,162,0.7,0.43
07-04-2024,11:49:00,162,0.7,0.41
07-04-2024,11:51:00,161,0.7,0.42
07-04-2024,11:52:00,160,0.7,0.42
07-04-2024,11:54:00,157,0.7,0.44
07-04-2024,11:55:00,153,0.7,0.42
07-04-2024,11:58:00,148,0.7,0.41
07-04-2024,11:59:00,149,0.7,0.42
07-04-2024,12:01:00,146,0,
07-04-2024,12:06:00,149,0.7,0.51
07-04-2024,12:09:00,165,0.8,0.48
07-04-2024,12:11:00,169,0,
07-04-2024,12:12:00,168,0.8,0.48
07-04-2024,12:15:00,167,0.8,0.51
07-04-2024,12:16:00,170,0.8,0.52
07-04-2024,12:17:00,165,0.8,0.54
07-04-2024,12:22:00,163,0.8,0.54
07-04-2024,12:23:00,162,0.8,0.53
07-04-2024,12:24:00,155,0.8,0.53
07-04-2024,12:28:00,155,0,
07-04-2024,12:30:00,155,0.8,0.54
07-04-2024,12:31:00,157,0.8,0.52
07-04-2024,12:34:00,158,0,
07-04-2024,12:35:00,159,0.8,0.5
07-04-2024,12:37:00,163,0,
07-04-2024,12:38:00,165,0.8,0.51
07-04-2024,12:40:00,163,0.8,0.5
07-04-2024,12:42:00,164,0.8,0.49
07-04-2024,12:43:00,162,0.8,0.48
07-04-2024,12:45:00,159,0,
07-04-2024,12:46:00,160,0.8,0.47
07-04-2024,12:48:00,161,0.8,0.47
07-04-2024,12:51:00,159,0.8,0.42
07-04-2024,12:52:00,161,0.8,0.42
07-04-2024,12:54:00,159,0.8,0.42
07-04-2024,12:55:00,161,0,
07-04-2024,12:56:00,160,0.9,0.41
07-04-2024,12:58:00,160,0.9,0.45
07-04-2024,12:59:00,162,0,
07-04-2024,13:03:00,161,0,
07-04-2024,13:04:00,159,0.9,0.49
07-04-2024,13:05:00,154,0.9,0.5
07-04-2024,13:08:00,152,0.9,0.5
07-04-2024,13:09:00,151,0.9,0.48
07-04-2024,13:11:00,150,0,
07-04-2024,13:12:00,151,0.9,0.46
07-04-2024,13:13:00,151,0.9,0.5
07-04-2024,13:17:00,153,0.9,0.5
07-04-2024,13:18:00,152,0.9,0.51
07-04-2024,13:19:00,153,0.9,0.5
07-04-2024,13:24:00,154,0,
07-04-2024,13:25:00,154,0.9,0.5
07-04-2024,13:26:00,152,0.9,0.5
07-04-2024,13:27:00,156,0.9,0.5
07-04-2024,13:29:00,161,0.9,0.5
07-04-2024,13:32:00,159,0,
07-04-2024,13:33:00,162,0.9,0.49
07-04-2024,13:35:00,165,0.9,0.49
07-04-2024,13:36:00,165,0.9,0.48
07-04-2024,13:37:00,165,0.9,0.49
07-04-2024,13:40:00,163,0.9,0.49
07-04-2024,13:42:00,164,0.9,0.49
07-04-2024,13:43:00,162,1,0.49
07-04-2024,13:47:00,167,0,
07-04-2024,13:48:00,663,1,0.51
07-04-2024,13:49:00,670,1,0.51
07-04-2024,13:49:00,655,1,0.5
07-04-2024,13:50:00,660,1,0.49
07-04-2024,13:54:00,702,1,0.48
07-04-2024,13:59:00,961,1.1,0.48
07-04-2024,14:05:00,481,1.2,0.48
07-04-2024,14:10:00,433,1.2,0.49
07-04-2024,14:16:00,460,1.2,0.45
07-04-2024,14:21:00,440,1.3,0.46
07-04-2024,14:27:00,439,1.3,0.43
07-04-2024,14:32:00,437,1.4,0.44
07-04-2024,14:37:00,431,1.4,0.43
07-04-2024,14:38:00,714,1.4,0.64
07-04-2024,14:42:00,757,1.4,0.68
07-04-2024,14:44:00,666,1.5,0.67
07-04-2024,14:45:00,656,1.5,0.53
07-04-2024,14:47:00,636,1.5,0.44
07-04-2024,14:52:00,780,1.6,0.45
07-04-2024,14:57:00,758,1.6,0.45
07-04-2024,15:02:00,1023,1.7,0.66
07-04-2024,15:08:00,489,1.7,0.63
07-04-2024,15:13:00,455,1.8,0.43
07-04-2024,15:14:00,619,1.8,0.54
07-04-2024,15:19:00,43,1.8,0.43
07-04-2024,15:20:00,46,1.8,0.49
07-04-2024,15:24:00,46,1.8,0.48
07-04-2024,15:28:00,431,1.8,0.44
07-04-2024,15:29:00,584,1.8,0.45
07-04-2024,15:30:00,605,1.8,0.44
07-04-2024,15:35:00,1143,1.9,0.5
07-04-2024,15:40:00,646,2,0.44
07-04-2024,15:45:00,1016,2,0.44
07-04-2024,15:50:00,867,2.1,0.45
07-04-2024,15:55:00,904,2.2,0.42
07-04-2024,16:00:00,892,2.2,0.44
07-04-2024,16:05:00,759,2.3,0.45
07-04-2024,16:10:00,1017,2.4,0.45
07-04-2024,16:16:00,936,2.4,0.41
07-04-2024,16:22:00,1168,2.5,0.47
07-04-2024,16:27:00,522,2.5,0.51
07-04-2024,16:32:00,1180,2.6,0.49
07-04-2024,16:38:00,1202,2.7,0.5
07-04-2024,16:43:00,498,2.8,0.51
07-04-2024,16:48:00,471,2.8,0.49
07-04-2024,16:53:00,883,2.9,0.47
07-04-2024,16:58:00,960,3,0.47
07-04-2024,17:03:00,840,3,0.48
07-04-2024,17:08:00,895,3.1,0.48
07-04-2024,17:13:00,822,3.2,0.49
07-04-2024,17:14:00,886,3.2,0.46
07-04-2024,17:19:00,840,3.2,0.5
07-04-2024,17:25:00,800,3.3,0.51
07-04-2024,17:30:00,797,3.4,0.5
07-04-2024,17:31:00,798,3.4,0.51
07-04-2024,17:36:00,751,3.4,0.45
07-04-2024,17:39:00,706,3.5,0.5
07-04-2024,17:41:00,627,3.5,0.49
07-04-2024,17:46:00,674,3.5,0.47
07-04-2024,17:51:00,640,3.6,0.48
07-04-2024,17:56:00,520,3.6,0.48
07-04-2024,18:01:00,455,3.7,0.47
07-04-2024,18:08:00,380,0,
07-04-2024,18:13:00,351,3.7,0.47
07-04-2024,18:16:00,331,3.8,0.47
07-04-2024,18:18:00,306,3.8,0.47
07-04-2024,18:20:00,293,3.8,0.47
07-04-2024,18:24:00,281,3.8,0.48
07-04-2024,18:26:00,256,3.8,0.47
07-04-2024,18:29:00,219,3.8,0.47
07-04-2024,18:33:00,139,3.8,0.46
07-04-2024,18:35:00,194,3.8,0.47
07-04-2024,18:37:00,194,3.8,
07-04-2024,18:39:00,193,0,
07-04-2024,18:41:00,142,3.8,0.48
07-04-2024,18:44:00,141,3.8,0.5
07-04-2024,18:46:00,167,3.8,
07-04-2024,18:48:00,161,3.9,0.49
07-04-2024,18:50:00,154,3.9,0.47
07-04-2024,18:52:00,146,3.9,0.47
07-04-2024,18:54:00,142,3.9,0.48
07-04-2024,18:55:00,140,3.9,0.49
07-04-2024,18:58:00,140,3.9,0.49
07-04-2024,19:04:00,140,3.9,0.42
07-04-2024,19:09:00,140,3.9,0.39
07-04-2024,19:14:00,140,3.9,0.45
07-04-2024,19:19:00,140,3.9,0.46
07-04-2024,19:25:00,140,3.9,0.37
07-04-2024,19:31:00,140,3.9,0.36
07-04-2024,19:36:00,140,3.9,0.36
07-04-2024,19:41:00,140,3.9,0.37
07-04-2024,19:46:00,140,3.9,0.36
07-04-2024,19:48:00,140,3.9,0.36
07-04-2024,19:51:00,140,3.9,0.37
07-04-2024,19:56:00,140,3.9,0.68
07-04-2024,20:02:00,140,3.9,0.4
07-04-2024,20:07:00,140,3.9,0.4
07-04-2024,20:09:00,140,3.9,0.39
07-04-2024,20:12:00,140,3.9,0.38
07-04-2024,20:17:00,140,3.9,0.36
07-04-2024,20:23:00,140,3.9,0.37
07-04-2024,20:29:00,140,3.9,0.36
07-04-2024,20:34:00,140,3.9,0.36
07-04-2024,20:39:00,140,3.9,0.36
07-04-2024,20:44:00,140,3.9,0.37
07-04-2024,20:50:00,140,3.9,0.39
07-04-2024,20:55:00,140,3.9,0.39
07-04-2024,21:00:00,140,3.9,0.38
07-04-2024,21:05:00,140,3.9,0.33
07-04-2024,21:10:00,140,3.9,0.32
07-04-2024,21:16:00,140,3.9,0.48
07-04-2024,21:22:00,140,0,0.33
07-04-2024,21:27:00,140,0,0.33
07-04-2024,21:33:00,140,0,0.29
07-04-2024,21:38:00,140,0,0.3
07-04-2024,21:43:00,140,0,0.3
07-04-2024,21:48:00,140,0,0.31
07-04-2024,21:53:00,140,0,0.31
07-04-2024,21:58:00,140,0,0.3
07-04-2024,22:03:00,140,0,0.3
07-04-2024,22:09:00,140,0,0.29
07-04-2024,22:14:00,140,0,0.29
07-04-2024,22:20:00,140,0,0.29
07-04-2024,22:25:00,140,0,0.29
07-04-2024,22:30:00,140,0,0.29
07-04-2024,22:35:00,140,0,0.29
07-04-2024,22:40:00,140,0,0.28
07-04-2024,22:46:00,140,0,0.29
07-04-2024,22:51:00,140,0,0.27
07-04-2024,22:56:00,140,0,0.3
07-04-2024,23:01:00,140,0,0.3
07-04-2024,23:06:00,140,0,0.3
07-04-2024,23:12:00,140,0,0.29
07-04-2024,23:17:00,140,0,0.28
07-04-2024,23:23:00,140,0,0.28
07-04-2024,23:28:00,140,0,0.28
07-04-2024,23:33:00,140,0,0.29
07-04-2024,23:39:00,140,0,0.27
07-04-2024,23:44:00,140,0,0.27
07-04-2024,23:49:00,140,0,0.27
07-04-2024,23:54:00,140,0,0.28
07-05-2024,00:00:00,140,0,0.28
07-05-2024,00:05:00,140,0,0.29
07-05-2024,00:10:00,140,0,0.28
07-05-2024,00:15:00,140,0,0.27
07-05-2024,00:21:00,140,0,0.26
07-05-2024,00:27:00,140,0,0.26
07-05-2024,00:32:00,140,0,0.25
07-05-2024,00:37:00,140,0,0.25
07-05-2024,00:43:00,140,0,0.26
07-05-2024,00:48:00,140,0,0.26
07-05-2024,00:53:00,140,0,0.25
07-05-2024,00:58:00,140,0,0.26
07-05-2024,01:04:00,140,0,0.25
07-05-2024,01:09:00,140,0,0.25
07-05-2024,01:15:00,140,0,0.24
07-05-2024,01:20:00,140,0,0.24
07-05-2024,01:26:00,140,0,0.24
07-05-2024,01:31:00,140,0,0.26
07-05-2024,01:37:00,140,0,0.26
07-05-2024,01:42:00,140,0,0.26
07-05-2024,01:47:00,140,0,0.26
07-05-2024,01:52:00,140,0,0.25
07-05-2024,01:57:00,140,0,0.25
07-05-2024,02:02:00,140,0,0.25
07-05-2024,02:07:00,140,0,0.25
07-05-2024,02:13:00,140,0,0.25
07-05-2024,02:18:00,140,0,0.25
07-05-2024,02:24:00,140,0,0.25
07-05-2024,02:29:00,140,0,0.25
07-05-2024,02:35:00,140,0,0.25
07-05-2024,02:40:00,140,0,0.25
